searchDate,flightDate,daysInAdvance,numberOfConnections,travelDistanceMinutes,baseFare
9/2/2022,9/11/2022,9,0,162,157.21
9/2/2022,9/11/2022,9,0,172,166.51
9/2/2022,9/11/2022,9,1,635,179.54
9/2/2022,9/11/2022,9,0,163,208.37
9/2/2022,9/11/2022,9,1,719,196.28
9/2/2022,9/11/2022,9,1,360,245.58
9/2/2022,9/12/2022,10,1,360,115.35
9/2/2022,9/12/2022,10,1,296,115.35
9/2/2022,9/12/2022,10,1,311,115.35
9/2/2022,9/12/2022,10,1,378,115.35
9/2/2022,9/12/2022,10,0,162,138.6
9/2/2022,9/12/2022,10,0,163,138.6
9/2/2022,9/12/2022,10,0,163,138.6
9/2/2022,9/12/2022,10,0,169,138.6
9/2/2022,9/12/2022,10,1,324,138.6
9/2/2022,9/12/2022,10,1,317,157.21
9/2/2022,9/12/2022,10,0,172,166.51
9/2/2022,9/12/2022,10,1,635,179.54
9/2/2022,9/12/2022,10,1,719,179.54
9/2/2022,9/13/2022,11,0,162,115.35
9/2/2022,9/13/2022,11,0,163,115.35
9/2/2022,9/13/2022,11,1,305,115.35
9/2/2022,9/13/2022,11,1,310,115.35
9/2/2022,9/13/2022,11,1,317,115.35
9/2/2022,9/13/2022,11,1,325,115.35
9/2/2022,9/13/2022,11,1,390,115.35
9/2/2022,9/13/2022,11,1,415,115.35
9/2/2022,9/13/2022,11,1,420,115.35
9/2/2022,9/13/2022,11,1,447,115.35
9/2/2022,9/13/2022,11,1,296,115.35
9/2/2022,9/13/2022,11,1,324,115.35
9/2/2022,9/13/2022,11,1,353,115.35
9/2/2022,9/13/2022,11,1,395,115.35
9/2/2022,9/13/2022,11,1,420,115.35
9/2/2022,9/13/2022,11,1,470,115.35
9/2/2022,9/13/2022,11,0,163,138.6
9/2/2022,9/13/2022,11,0,169,138.6
9/2/2022,9/13/2022,11,0,172,138.6
9/2/2022,9/13/2022,11,1,243,157.21
9/2/2022,9/13/2022,11,1,313,157.21
9/2/2022,9/13/2022,11,1,635,179.54
9/2/2022,9/13/2022,11,1,719,179.54
9/2/2022,9/14/2022,12,0,162,115.35
9/2/2022,9/14/2022,12,0,163,115.35
9/2/2022,9/14/2022,12,1,305,115.35
9/2/2022,9/14/2022,12,1,310,115.35
9/2/2022,9/14/2022,12,1,317,115.35
9/2/2022,9/14/2022,12,1,325,115.35
9/2/2022,9/14/2022,12,1,390,115.35
9/2/2022,9/14/2022,12,1,415,115.35
9/2/2022,9/14/2022,12,1,420,115.35
9/2/2022,9/14/2022,12,1,447,115.35
9/2/2022,9/14/2022,12,1,243,115.35
9/2/2022,9/14/2022,12,1,296,115.35
9/2/2022,9/14/2022,12,1,313,115.35
9/2/2022,9/14/2022,12,1,324,115.35
9/2/2022,9/14/2022,12,0,163,138.6
9/2/2022,9/14/2022,12,0,169,138.6
9/2/2022,9/14/2022,12,0,172,138.6
9/2/2022,9/14/2022,12,1,635,179.54
9/2/2022,9/14/2022,12,1,719,179.54
9/2/2022,9/15/2022,13,0,162,115.35
9/2/2022,9/15/2022,13,0,163,115.35
9/2/2022,9/15/2022,13,1,311,115.35
9/2/2022,9/15/2022,13,1,420,115.35
9/2/2022,9/15/2022,13,0,169,147.91
9/2/2022,9/15/2022,13,1,243,157.21
9/2/2022,9/15/2022,13,1,313,157.21
9/2/2022,9/15/2022,13,0,163,166.51
9/2/2022,9/15/2022,13,0,172,208.37
9/2/2022,9/15/2022,13,1,635,217.68
9/2/2022,9/16/2022,14,0,162,101.4
9/2/2022,9/16/2022,14,0,169,124.65
9/2/2022,9/16/2022,14,0,163,137.67
9/2/2022,9/16/2022,14,0,172,147.91
9/2/2022,9/16/2022,14,1,635,146.98
9/2/2022,9/16/2022,14,1,360,200
9/2/2022,9/16/2022,14,0,163,310.7
9/2/2022,9/17/2022,15,0,162,91.16
9/2/2022,9/17/2022,15,0,163,91.16
9/2/2022,9/17/2022,15,1,296,91.16
9/2/2022,9/17/2022,15,1,389,91.16
9/2/2022,9/17/2022,15,1,395,91.16
9/2/2022,9/17/2022,15,1,470,91.16
9/2/2022,9/17/2022,15,1,317,106.05
9/2/2022,9/17/2022,15,0,163,124.65
9/2/2022,9/17/2022,15,0,169,124.65
9/2/2022,9/17/2022,15,1,635,146.98
9/2/2022,9/17/2022,15,1,450,157.21
9/2/2022,9/17/2022,15,1,243,157.21
9/2/2022,9/17/2022,15,0,172,166.51
9/2/2022,9/18/2022,16,0,172,124.65
9/2/2022,9/18/2022,16,0,163,137.67
9/2/2022,9/18/2022,16,1,310,137.67
9/2/2022,9/18/2022,16,0,169,185.12
9/2/2022,9/18/2022,16,0,162,200
9/2/2022,9/18/2022,16,1,635,188.84
9/2/2022,9/18/2022,16,1,719,188.84
9/2/2022,9/18/2022,16,1,360,301.4
9/2/2022,9/18/2022,16,0,163,310.7
9/2/2022,9/19/2022,17,0,163,91.16
9/2/2022,9/19/2022,17,0,162,106.05
9/2/2022,9/19/2022,17,1,296,106.05
9/2/2022,9/19/2022,17,0,169,124.65
9/2/2022,9/19/2022,17,0,163,147.91
9/2/2022,9/19/2022,17,1,635,146.98
9/2/2022,9/19/2022,17,1,719,146.98
9/2/2022,9/19/2022,17,1,716,184.19
9/2/2022,9/19/2022,17,1,360,199.07
9/2/2022,9/20/2022,18,0,162,81.86
9/2/2022,9/20/2022,18,0,163,81.86
9/2/2022,9/20/2022,18,1,296,81.86
9/2/2022,9/20/2022,18,1,324,81.86
9/2/2022,9/20/2022,18,1,378,81.86
9/2/2022,9/20/2022,18,1,395,81.86
9/2/2022,9/20/2022,18,1,420,81.86
9/2/2022,9/20/2022,18,1,470,81.86
9/2/2022,9/20/2022,18,0,163,124.65
9/2/2022,9/20/2022,18,1,317,128.37
9/2/2022,9/20/2022,18,1,243,128.37
9/2/2022,9/20/2022,18,1,635,146.98
9/2/2022,9/20/2022,18,1,719,146.98
9/2/2022,9/21/2022,19,0,162,81.86
9/2/2022,9/21/2022,19,0,163,81.86
9/2/2022,9/21/2022,19,1,310,81.86
9/2/2022,9/21/2022,19,1,243,81.86
9/2/2022,9/21/2022,19,1,296,81.86
9/2/2022,9/21/2022,19,1,313,81.86
9/2/2022,9/21/2022,19,1,420,81.86
9/2/2022,9/21/2022,19,1,470,81.86
9/2/2022,9/21/2022,19,0,163,124.65
9/2/2022,9/21/2022,19,1,635,146.98
9/2/2022,9/21/2022,19,1,719,146.98
9/2/2022,9/22/2022,20,0,163,91.16
9/2/2022,9/22/2022,20,1,310,91.16
9/2/2022,9/22/2022,20,0,162,106.05
9/2/2022,9/22/2022,20,1,243,106.05
9/2/2022,9/22/2022,20,1,313,106.05
9/2/2022,9/22/2022,20,0,163,124.65
9/2/2022,9/22/2022,20,0,169,124.65
9/2/2022,9/22/2022,20,0,172,124.65
9/2/2022,9/22/2022,20,1,635,146.98
9/2/2022,9/23/2022,21,0,163,106.05
9/2/2022,9/23/2022,21,0,162,137.67
9/2/2022,9/23/2022,21,1,635,146.98
9/2/2022,9/23/2022,21,0,163,185.12
9/2/2022,9/23/2022,21,0,169,236.28
9/2/2022,9/23/2022,21,0,172,310.7
9/2/2022,9/24/2022,22,0,163,92.09
9/2/2022,9/24/2022,22,0,169,92.09
9/2/2022,9/24/2022,22,0,162,106.05
9/2/2022,9/24/2022,22,0,163,106.05
9/2/2022,9/24/2022,22,1,325,106.05
9/2/2022,9/24/2022,22,1,296,106.05
9/2/2022,9/24/2022,22,1,313,106.05
9/2/2022,9/24/2022,22,1,470,106.05
9/2/2022,9/24/2022,22,1,243,137.67
9/2/2022,9/24/2022,22,0,172,147.91
9/2/2022,9/24/2022,22,1,635,146.98
9/2/2022,9/24/2022,22,1,719,146.98
9/2/2022,9/24/2022,22,1,317,157.21
9/2/2022,9/25/2022,23,0,163,106.05
9/2/2022,9/25/2022,23,0,169,185.12
9/2/2022,9/25/2022,23,0,172,208.37
9/2/2022,9/25/2022,23,1,635,202.79
9/2/2022,9/25/2022,23,1,325,245.58
9/2/2022,9/25/2022,23,0,162,301.4
9/2/2022,9/25/2022,23,1,360,301.4
9/2/2022,9/25/2022,23,0,163,310.7
9/2/2022,9/26/2022,24,0,163,92.09
9/2/2022,9/26/2022,24,0,162,106.05
9/2/2022,9/26/2022,24,0,163,106.05
9/2/2022,9/26/2022,24,0,169,106.05
9/2/2022,9/26/2022,24,1,485,106.05
9/2/2022,9/26/2022,24,1,243,137.67
9/2/2022,9/26/2022,24,1,313,137.67
9/2/2022,9/26/2022,24,1,635,146.98
9/2/2022,9/26/2022,24,1,719,146.98
9/2/2022,9/26/2022,24,1,716,184.19
9/2/2022,9/26/2022,24,1,360,199.07
9/2/2022,9/27/2022,25,0,163,81.86
9/2/2022,9/27/2022,25,1,296,81.86
9/2/2022,9/27/2022,25,1,420,81.86
9/2/2022,9/27/2022,25,1,470,81.86
9/2/2022,9/27/2022,25,0,163,92.09
9/2/2022,9/27/2022,25,0,169,92.09
9/2/2022,9/27/2022,25,0,172,92.09
9/2/2022,9/27/2022,25,0,162,106.05
9/2/2022,9/27/2022,25,1,390,106.05
9/2/2022,9/27/2022,25,1,243,106.05
9/2/2022,9/27/2022,25,1,313,106.05
9/2/2022,9/27/2022,25,1,353,106.05
9/2/2022,9/27/2022,25,1,635,146.98
9/2/2022,9/27/2022,25,1,719,146.98
9/2/2022,9/28/2022,26,0,163,81.86
9/2/2022,9/28/2022,26,1,325,81.86
9/2/2022,9/28/2022,26,1,296,81.86
9/2/2022,9/28/2022,26,1,395,81.86
9/2/2022,9/28/2022,26,1,470,81.86
9/2/2022,9/28/2022,26,0,163,92.09
9/2/2022,9/28/2022,26,0,169,92.09
9/2/2022,9/28/2022,26,0,162,106.05
9/2/2022,9/28/2022,26,0,172,106.05
9/2/2022,9/28/2022,26,1,317,106.05
9/2/2022,9/28/2022,26,1,390,106.05
9/2/2022,9/28/2022,26,1,243,128.37
9/2/2022,9/28/2022,26,1,635,146.98
9/2/2022,9/28/2022,26,1,719,146.98
9/2/2022,9/29/2022,27,0,162,82.79
9/2/2022,9/29/2022,27,1,243,82.79
9/2/2022,9/29/2022,27,1,313,82.79
9/2/2022,9/29/2022,27,0,169,92.09
9/2/2022,9/29/2022,27,0,172,92.09
9/2/2022,9/29/2022,27,0,163,106.05
9/2/2022,9/29/2022,27,0,163,166.51
9/2/2022,9/29/2022,27,1,635,185.12
9/2/2022,9/30/2022,28,0,163,82.79
9/2/2022,9/30/2022,28,0,162,106.05
9/2/2022,9/30/2022,28,0,169,106.05
9/2/2022,9/30/2022,28,1,360,157.21
9/2/2022,9/30/2022,28,0,172,166.51
9/2/2022,9/30/2022,28,1,635,160.93
9/2/2022,9/30/2022,28,0,163,185.12
9/3/2022,9/4/2022,1,0,164,126.51
9/3/2022,9/4/2022,1,0,167,126.51
9/3/2022,9/4/2022,1,1,300,126.51
9/3/2022,9/4/2022,1,1,315,126.51
9/3/2022,9/4/2022,1,1,316,126.51
9/3/2022,9/4/2022,1,1,329,126.51
9/3/2022,9/4/2022,1,1,353,126.51
9/3/2022,9/4/2022,1,1,389,126.51
9/3/2022,9/4/2022,1,1,420,126.51
9/3/2022,9/4/2022,1,1,421,126.51
9/3/2022,9/4/2022,1,1,442,126.51
9/3/2022,9/4/2022,1,1,250,126.51
9/3/2022,9/4/2022,1,1,295,126.51
9/3/2022,9/4/2022,1,1,315,126.51
9/3/2022,9/4/2022,1,1,316,126.51
9/3/2022,9/4/2022,1,1,316,126.51
9/3/2022,9/4/2022,1,1,317,126.51
9/3/2022,9/4/2022,1,1,348,126.51
9/3/2022,9/4/2022,1,1,376,126.51
9/3/2022,9/4/2022,1,1,381,126.51
9/3/2022,9/4/2022,1,1,382,126.51
9/3/2022,9/4/2022,1,1,387,126.51
9/3/2022,9/4/2022,1,1,411,126.51
9/3/2022,9/4/2022,1,1,431,126.51
9/3/2022,9/4/2022,1,1,475,126.51
9/3/2022,9/4/2022,1,0,168,149.77
9/3/2022,9/4/2022,1,0,171,149.77
9/3/2022,9/5/2022,2,0,167,152.56
9/3/2022,9/5/2022,2,1,300,152.56
9/3/2022,9/5/2022,2,1,316,152.56
9/3/2022,9/5/2022,2,1,353,152.56
9/3/2022,9/5/2022,2,1,420,152.56
9/3/2022,9/5/2022,2,1,421,152.56
9/3/2022,9/5/2022,2,1,322,152.56
9/3/2022,9/5/2022,2,1,361,152.56
9/3/2022,9/5/2022,2,1,392,152.56
9/3/2022,9/5/2022,2,0,168,185.81
9/3/2022,9/5/2022,2,1,329,200
9/3/2022,9/5/2022,2,0,171,218.37
9/3/2022,9/5/2022,2,1,647,211.16
9/3/2022,9/5/2022,2,1,743,211.16
9/3/2022,9/5/2022,2,0,164,245.58
9/3/2022,9/6/2022,3,0,164,152.56
9/3/2022,9/6/2022,3,0,167,152.56
9/3/2022,9/6/2022,3,1,315,152.56
9/3/2022,9/6/2022,3,1,329,152.56
9/3/2022,9/6/2022,3,1,353,152.56
9/3/2022,9/6/2022,3,1,389,152.56
9/3/2022,9/6/2022,3,1,420,152.56
9/3/2022,9/6/2022,3,1,442,152.56
9/3/2022,9/6/2022,3,1,295,152.56
9/3/2022,9/6/2022,3,1,316,152.56
9/3/2022,9/6/2022,3,1,316,152.56
9/3/2022,9/6/2022,3,1,321,152.56
9/3/2022,9/6/2022,3,1,322,152.56
9/3/2022,9/6/2022,3,1,348,152.56
9/3/2022,9/6/2022,3,1,361,152.56
9/3/2022,9/6/2022,3,1,376,152.56
9/3/2022,9/6/2022,3,1,382,152.56
9/3/2022,9/6/2022,3,1,392,152.56
9/3/2022,9/6/2022,3,1,411,152.56
9/3/2022,9/6/2022,3,1,475,152.56
9/3/2022,9/6/2022,3,1,250,161.86
9/3/2022,9/6/2022,3,1,315,161.86
9/3/2022,9/6/2022,3,0,171,175.81
9/3/2022,9/6/2022,3,0,168,185.12
9/3/2022,9/6/2022,3,1,642,202.79
9/3/2022,9/6/2022,3,1,726,202.79
9/3/2022,9/7/2022,4,0,162,152.56
9/3/2022,9/7/2022,4,0,163,152.56
9/3/2022,9/7/2022,4,1,305,152.56
9/3/2022,9/7/2022,4,1,310,152.56
9/3/2022,9/7/2022,4,1,317,152.56
9/3/2022,9/7/2022,4,1,320,152.56
9/3/2022,9/7/2022,4,1,390,152.56
9/3/2022,9/7/2022,4,1,415,152.56
9/3/2022,9/7/2022,4,1,420,152.56
9/3/2022,9/7/2022,4,1,442,152.56
9/3/2022,9/7/2022,4,1,243,152.56
9/3/2022,9/7/2022,4,1,296,152.56
9/3/2022,9/7/2022,4,1,313,152.56
9/3/2022,9/7/2022,4,1,324,152.56
9/3/2022,9/7/2022,4,1,353,152.56
9/3/2022,9/7/2022,4,1,378,152.56
9/3/2022,9/7/2022,4,1,397,152.56
9/3/2022,9/7/2022,4,1,420,152.56
9/3/2022,9/7/2022,4,1,470,152.56
9/3/2022,9/7/2022,4,0,163,175.81
9/3/2022,9/7/2022,4,0,169,175.81
9/3/2022,9/7/2022,4,0,172,175.81
9/3/2022,9/7/2022,4,1,635,202.79
9/3/2022,9/7/2022,4,1,719,202.79
9/3/2022,9/8/2022,5,0,162,152.56
9/3/2022,9/8/2022,5,0,163,152.56
9/3/2022,9/8/2022,5,1,305,152.56
9/3/2022,9/8/2022,5,1,310,152.56
9/3/2022,9/8/2022,5,1,317,152.56
9/3/2022,9/8/2022,5,1,325,152.56
9/3/2022,9/8/2022,5,1,360,152.56
9/3/2022,9/8/2022,5,1,390,152.56
9/3/2022,9/8/2022,5,1,415,152.56
9/3/2022,9/8/2022,5,1,420,152.56
9/3/2022,9/8/2022,5,1,458,152.56
9/3/2022,9/8/2022,5,1,243,152.56
9/3/2022,9/8/2022,5,1,296,152.56
9/3/2022,9/8/2022,5,1,311,152.56
9/3/2022,9/8/2022,5,1,313,152.56
9/3/2022,9/8/2022,5,1,324,152.56
9/3/2022,9/8/2022,5,1,353,152.56
9/3/2022,9/8/2022,5,1,395,152.56
9/3/2022,9/8/2022,5,1,420,152.56
9/3/2022,9/8/2022,5,1,485,152.56
9/3/2022,9/8/2022,5,0,163,175.81
9/3/2022,9/8/2022,5,0,169,175.81
9/3/2022,9/8/2022,5,0,172,208.37
9/3/2022,9/8/2022,5,1,635,202.79
9/3/2022,9/8/2022,5,1,719,202.79
9/3/2022,9/9/2022,6,0,162,115.35
9/3/2022,9/9/2022,6,0,163,115.35
9/3/2022,9/9/2022,6,1,310,115.35
9/3/2022,9/9/2022,6,1,317,115.35
9/3/2022,9/9/2022,6,1,360,115.35
9/3/2022,9/9/2022,6,1,390,115.35
9/3/2022,9/9/2022,6,1,415,115.35
9/3/2022,9/9/2022,6,1,420,115.35
9/3/2022,9/9/2022,6,1,458,115.35
9/3/2022,9/9/2022,6,1,243,115.35
9/3/2022,9/9/2022,6,1,296,115.35
9/3/2022,9/9/2022,6,1,311,115.35
9/3/2022,9/9/2022,6,1,313,115.35
9/3/2022,9/9/2022,6,0,169,138.6
9/3/2022,9/9/2022,6,1,353,138.6
9/3/2022,9/9/2022,6,0,172,166.51
9/3/2022,9/9/2022,6,1,635,179.54
9/3/2022,9/9/2022,6,0,163,236.28
9/3/2022,9/10/2022,7,0,162,115.35
9/3/2022,9/10/2022,7,0,163,115.35
9/3/2022,9/10/2022,7,1,305,115.35
9/3/2022,9/10/2022,7,1,310,115.35
9/3/2022,9/10/2022,7,1,317,115.35
9/3/2022,9/10/2022,7,1,325,115.35
9/3/2022,9/10/2022,7,1,390,115.35
9/3/2022,9/10/2022,7,1,415,115.35
9/3/2022,9/10/2022,7,1,420,115.35
9/3/2022,9/10/2022,7,1,450,115.35
9/3/2022,9/10/2022,7,1,296,115.35
9/3/2022,9/10/2022,7,1,324,115.35
9/3/2022,9/10/2022,7,1,353,115.35
9/3/2022,9/10/2022,7,1,389,115.35
9/3/2022,9/10/2022,7,1,395,115.35
9/3/2022,9/10/2022,7,1,420,115.35
9/3/2022,9/10/2022,7,1,470,115.35
9/3/2022,9/10/2022,7,0,163,138.6
9/3/2022,9/10/2022,7,0,169,138.6
9/3/2022,9/10/2022,7,1,243,157.21
9/3/2022,9/10/2022,7,1,313,157.21
9/3/2022,9/10/2022,7,1,635,179.54
9/3/2022,9/11/2022,8,0,163,115.35
9/3/2022,9/11/2022,8,1,310,115.35
9/3/2022,9/11/2022,8,0,162,138.6
9/3/2022,9/11/2022,8,0,169,138.6
9/3/2022,9/11/2022,8,0,172,147.91
9/3/2022,9/11/2022,8,1,635,179.54
9/3/2022,9/11/2022,8,1,719,179.54
9/3/2022,9/11/2022,8,1,360,200
9/3/2022,9/11/2022,8,0,163,208.37
9/3/2022,9/12/2022,9,1,360,115.35
9/3/2022,9/12/2022,9,1,296,115.35
9/3/2022,9/12/2022,9,1,311,115.35
9/3/2022,9/12/2022,9,1,378,115.35
9/3/2022,9/12/2022,9,0,162,138.6
9/3/2022,9/12/2022,9,0,163,138.6
9/3/2022,9/12/2022,9,0,163,138.6
9/3/2022,9/12/2022,9,0,169,138.6
9/3/2022,9/12/2022,9,1,317,138.6
9/3/2022,9/12/2022,9,1,324,138.6
9/3/2022,9/12/2022,9,1,395,138.6
9/3/2022,9/12/2022,9,0,172,147.91
9/3/2022,9/12/2022,9,1,635,179.54
9/3/2022,9/12/2022,9,1,719,179.54
9/3/2022,9/13/2022,10,0,162,115.35
9/3/2022,9/13/2022,10,0,163,115.35
9/3/2022,9/13/2022,10,1,305,115.35
9/3/2022,9/13/2022,10,1,310,115.35
9/3/2022,9/13/2022,10,1,317,115.35
9/3/2022,9/13/2022,10,1,325,115.35
9/3/2022,9/13/2022,10,1,390,115.35
9/3/2022,9/13/2022,10,1,415,115.35
9/3/2022,9/13/2022,10,1,420,115.35
9/3/2022,9/13/2022,10,1,447,115.35
9/3/2022,9/13/2022,10,1,296,115.35
9/3/2022,9/13/2022,10,1,324,115.35
9/3/2022,9/13/2022,10,1,353,115.35
9/3/2022,9/13/2022,10,1,378,115.35
9/3/2022,9/13/2022,10,1,395,115.35
9/3/2022,9/13/2022,10,1,420,115.35
9/3/2022,9/13/2022,10,1,470,115.35
9/3/2022,9/13/2022,10,0,163,138.6
9/3/2022,9/13/2022,10,0,169,138.6
9/3/2022,9/13/2022,10,0,172,138.6
9/3/2022,9/13/2022,10,1,243,138.6
9/3/2022,9/13/2022,10,1,313,138.6
9/3/2022,9/13/2022,10,1,635,179.54
9/3/2022,9/13/2022,10,1,719,179.54
9/3/2022,9/14/2022,11,0,162,115.35
9/3/2022,9/14/2022,11,0,163,115.35
9/3/2022,9/14/2022,11,1,305,115.35
9/3/2022,9/14/2022,11,1,310,115.35
9/3/2022,9/14/2022,11,1,317,115.35
9/3/2022,9/14/2022,11,1,325,115.35
9/3/2022,9/14/2022,11,1,390,115.35
9/3/2022,9/14/2022,11,1,415,115.35
9/3/2022,9/14/2022,11,1,420,115.35
9/3/2022,9/14/2022,11,1,447,115.35
9/3/2022,9/14/2022,11,2,530,111.63
9/3/2022,9/14/2022,11,1,243,115.35
9/3/2022,9/14/2022,11,1,296,115.35
9/3/2022,9/14/2022,11,1,313,115.35
9/3/2022,9/14/2022,11,1,324,115.35
9/3/2022,9/14/2022,11,1,378,115.35
9/3/2022,9/14/2022,11,0,163,138.6
9/3/2022,9/14/2022,11,0,169,138.6
9/3/2022,9/14/2022,11,0,172,138.6
9/3/2022,9/14/2022,11,1,635,179.54
9/3/2022,9/14/2022,11,1,719,179.54
9/3/2022,9/15/2022,12,0,162,115.35
9/3/2022,9/15/2022,12,0,163,115.35
9/3/2022,9/15/2022,12,1,310,115.35
9/3/2022,9/15/2022,12,1,317,115.35
9/3/2022,9/15/2022,12,1,415,115.35
9/3/2022,9/15/2022,12,1,311,115.35
9/3/2022,9/15/2022,12,0,169,138.6
9/3/2022,9/15/2022,12,1,243,138.6
9/3/2022,9/15/2022,12,1,313,138.6
9/3/2022,9/15/2022,12,1,360,157.21
9/3/2022,9/15/2022,12,0,163,208.37
9/3/2022,9/15/2022,12,0,172,208.37
9/3/2022,9/15/2022,12,1,635,196.28
9/3/2022,9/16/2022,13,0,162,115.35
9/3/2022,9/16/2022,13,0,163,138.6
9/3/2022,9/16/2022,13,0,169,138.6
9/3/2022,9/16/2022,13,0,172,147.91
9/3/2022,9/16/2022,13,1,635,179.54
9/3/2022,9/16/2022,13,1,360,200
9/3/2022,9/16/2022,13,0,163,236.28
9/3/2022,9/17/2022,14,0,162,101.4
9/3/2022,9/17/2022,14,0,163,101.4
9/3/2022,9/17/2022,14,1,310,101.4
9/3/2022,9/17/2022,14,1,317,101.4
9/3/2022,9/17/2022,14,1,325,101.4
9/3/2022,9/17/2022,14,1,390,101.4
9/3/2022,9/17/2022,14,1,296,101.4
9/3/2022,9/17/2022,14,1,389,101.4
9/3/2022,9/17/2022,14,1,395,101.4
9/3/2022,9/17/2022,14,1,470,101.4
9/3/2022,9/17/2022,14,0,163,124.65
9/3/2022,9/17/2022,14,0,169,124.65
9/3/2022,9/17/2022,14,1,243,137.67
9/3/2022,9/17/2022,14,1,635,146.98
9/3/2022,9/18/2022,15,0,172,124.65
9/3/2022,9/18/2022,15,0,163,137.67
9/3/2022,9/18/2022,15,1,310,137.67
9/3/2022,9/18/2022,15,0,162,157.21
9/3/2022,9/18/2022,15,0,169,166.51
9/3/2022,9/18/2022,15,1,635,174.89
9/3/2022,9/18/2022,15,0,163,310.7
9/3/2022,9/19/2022,16,0,163,101.4
9/3/2022,9/19/2022,16,1,310,101.4
9/3/2022,9/19/2022,16,1,311,101.4
9/3/2022,9/19/2022,16,0,162,115.35
9/3/2022,9/19/2022,16,1,296,115.35
9/3/2022,9/19/2022,16,1,313,115.35
9/3/2022,9/19/2022,16,0,163,124.65
9/3/2022,9/19/2022,16,0,169,124.65
9/3/2022,9/19/2022,16,0,172,124.65
9/3/2022,9/19/2022,16,1,635,146.98
9/3/2022,9/19/2022,16,1,719,146.98
9/3/2022,9/19/2022,16,1,360,200
9/3/2022,9/20/2022,17,0,162,101.4
9/3/2022,9/20/2022,17,0,163,101.4
9/3/2022,9/20/2022,17,1,390,101.4
9/3/2022,9/20/2022,17,1,420,101.4
9/3/2022,9/20/2022,17,1,296,101.4
9/3/2022,9/20/2022,17,1,324,101.4
9/3/2022,9/20/2022,17,1,395,101.4
9/3/2022,9/20/2022,17,1,420,101.4
9/3/2022,9/20/2022,17,1,470,101.4
9/3/2022,9/20/2022,17,1,243,115.35
9/3/2022,9/20/2022,17,1,313,115.35
9/3/2022,9/20/2022,17,0,163,124.65
9/3/2022,9/20/2022,17,0,169,124.65
9/3/2022,9/20/2022,17,0,172,124.65
9/3/2022,9/20/2022,17,1,317,137.67
9/3/2022,9/20/2022,17,1,635,146.98
9/3/2022,9/20/2022,17,1,719,146.98
9/3/2022,9/21/2022,18,0,162,101.4
9/3/2022,9/21/2022,18,0,163,101.4
9/3/2022,9/21/2022,18,1,310,101.4
9/3/2022,9/21/2022,18,1,325,101.4
9/3/2022,9/21/2022,18,1,447,101.4
9/3/2022,9/21/2022,18,1,243,101.4
9/3/2022,9/21/2022,18,1,296,101.4
9/3/2022,9/21/2022,18,1,313,101.4
9/3/2022,9/21/2022,18,1,353,101.4
9/3/2022,9/21/2022,18,1,420,101.4
9/3/2022,9/21/2022,18,1,470,101.4
9/3/2022,9/21/2022,18,0,163,124.65
9/3/2022,9/21/2022,18,0,169,124.65
9/3/2022,9/21/2022,18,0,172,124.65
9/3/2022,9/21/2022,18,1,635,146.98
9/3/2022,9/21/2022,18,1,719,146.98
9/3/2022,9/22/2022,19,0,163,101.4
9/3/2022,9/22/2022,19,1,310,101.4
9/3/2022,9/22/2022,19,0,162,115.35
9/3/2022,9/22/2022,19,1,243,115.35
9/3/2022,9/22/2022,19,1,313,115.35
9/3/2022,9/22/2022,19,0,163,124.65
9/3/2022,9/22/2022,19,0,169,124.65
9/3/2022,9/22/2022,19,0,172,124.65
9/3/2022,9/22/2022,19,1,635,146.98
9/3/2022,9/23/2022,20,0,162,115.35
9/3/2022,9/23/2022,20,0,163,115.35
9/3/2022,9/23/2022,20,1,635,146.98
9/3/2022,9/23/2022,20,0,163,166.51
9/3/2022,9/23/2022,20,0,169,208.37
9/3/2022,9/23/2022,20,0,172,310.7
9/3/2022,9/24/2022,21,0,163,92.09
9/3/2022,9/24/2022,21,0,169,92.09
9/3/2022,9/24/2022,21,0,162,106.05
9/3/2022,9/24/2022,21,0,163,106.05
9/3/2022,9/24/2022,21,1,325,106.05
9/3/2022,9/24/2022,21,1,390,106.05
9/3/2022,9/24/2022,21,1,296,106.05
9/3/2022,9/24/2022,21,1,313,106.05
9/3/2022,9/24/2022,21,1,470,106.05
9/3/2022,9/24/2022,21,1,317,133.95
9/3/2022,9/24/2022,21,0,172,147.91
9/3/2022,9/24/2022,21,1,635,146.98
9/3/2022,9/24/2022,21,1,719,146.98
9/3/2022,9/24/2022,21,1,243,157.21
9/3/2022,9/25/2022,22,0,163,106.05
9/3/2022,9/25/2022,22,0,169,166.51
9/3/2022,9/25/2022,22,0,172,185.12
9/3/2022,9/25/2022,22,1,635,198.14
9/3/2022,9/25/2022,22,1,325,245.58
9/3/2022,9/25/2022,22,0,162,305.12
9/3/2022,9/25/2022,22,0,163,310.7
9/3/2022,9/26/2022,23,0,163,92.09
9/3/2022,9/26/2022,23,0,169,92.09
9/3/2022,9/26/2022,23,0,162,106.05
9/3/2022,9/26/2022,23,0,163,106.05
9/3/2022,9/26/2022,23,1,243,106.05
9/3/2022,9/26/2022,23,1,313,106.05
9/3/2022,9/26/2022,23,1,485,106.05
9/3/2022,9/26/2022,23,1,635,146.98
9/3/2022,9/26/2022,23,1,719,146.98
9/3/2022,9/26/2022,23,1,360,199.07
9/3/2022,9/27/2022,24,0,163,82.79
9/3/2022,9/27/2022,24,1,390,82.79
